num_created,num_modified,num_deleted,num_renamed,total_operations,operation_rate_per_sec,unique_directories,unique_extensions,rename_modify_ratio,cpu_percent,memory_mb,label
2.0,26.0,2.0,23.0,53.0,5.3,5.0,6.0,0.885,33.83,142.71,1.0
64.0,61.0,28.0,1.0,154.0,15.4,7.0,6.0,0.016,54.35,361.83,0.0
0.0,1.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,2.96,15.75,0.0
2.0,26.0,5.0,27.0,60.0,6.0,2.0,6.0,1.038,29.94,152.76,1.0
39.0,92.0,19.0,1.0,151.0,15.1,8.0,6.0,0.011,72.51,609.44,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,41.05,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,3.62,39.27,0.0
2.0,34.0,1.0,27.0,64.0,6.4,3.0,4.0,0.794,31.44,40.17,1.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,0.88,38.41,0.0
2.0,34.0,0.0,32.0,68.0,6.8,4.0,4.0,0.941,32.82,79.09,1.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,2.67,39.04,0.0
1.0,13.0,2.0,12.0,28.0,2.8,6.0,5.0,0.923,21.62,119.21,1.0
64.0,20.0,0.0,0.0,84.0,8.4,4.0,2.0,0.0,15.93,188.36,0.0
3.0,9.0,0.0,0.0,12.0,1.2,1.0,4.0,0.0,16.56,53.76,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.53,56.0,0.0
0.0,73.0,0.0,79.0,152.0,15.2,4.0,5.0,1.082,46.44,181.9,1.0
5.0,11.0,1.0,0.0,17.0,1.7,1.0,1.0,0.0,3.5,158.92,0.0
92.0,103.0,11.0,3.0,209.0,20.9,10.0,4.0,0.029,93.5,251.26,0.0
3.0,66.0,1.0,61.0,131.0,13.1,2.0,3.0,0.924,26.16,187.09,1.0
1.0,2.0,1.0,0.0,4.0,0.4,1.0,1.0,0.0,0.86,49.61,0.0
5.0,3.0,0.0,1.0,9.0,0.9,3.0,3.0,0.333,15.83,87.62,0.0
6.0,122.0,0.0,110.0,238.0,23.8,16.0,5.0,0.902,63.53,302.1,1.0
89.0,87.0,23.0,0.0,199.0,19.9,8.0,5.0,0.0,75.43,807.73,0.0
8.0,53.0,6.0,60.0,127.0,12.7,9.0,11.0,1.132,42.92,204.15,1.0
5.0,9.0,1.0,0.0,15.0,1.5,3.0,3.0,0.0,10.95,50.51,0.0
1.0,68.0,8.0,75.0,152.0,15.2,16.0,8.0,1.103,56.71,303.69,1.0
0.0,21.0,0.0,16.0,37.0,3.7,6.0,4.0,0.762,24.82,114.43,1.0
3.0,21.0,2.0,21.0,47.0,4.7,2.0,3.0,1.0,32.81,57.19,1.0
80.0,124.0,22.0,2.0,228.0,22.8,7.0,6.0,0.016,66.32,606.23,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,33.08,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,35.82,0.0
96.0,101.0,17.0,1.0,215.0,21.5,4.0,7.0,0.01,54.53,769.27,0.0
1.0,39.0,2.0,38.0,80.0,8.0,4.0,6.0,0.974,35.39,56.01,1.0
4.0,11.0,2.0,0.0,17.0,1.7,2.0,1.0,0.0,3.06,89.2,0.0
70.0,15.0,0.0,0.0,85.0,8.5,3.0,2.0,0.0,26.4,241.87,0.0
89.0,118.0,10.0,1.0,218.0,21.8,6.0,4.0,0.008,51.38,460.83,0.0
0.0,48.0,8.0,47.0,103.0,10.3,4.0,4.0,0.979,36.07,131.91,1.0
1.0,7.0,3.0,0.0,11.0,1.1,1.0,2.0,0.0,2.02,102.29,0.0
91.0,86.0,20.0,3.0,200.0,20.0,4.0,6.0,0.035,90.51,335.48,0.0
6.0,12.0,1.0,1.0,20.0,2.0,3.0,4.0,0.083,15.97,178.76,0.0
3.0,30.0,1.0,29.0,63.0,6.3,2.0,6.0,0.967,37.81,44.91,1.0
1.0,34.0,3.0,31.0,69.0,6.9,6.0,3.0,0.912,31.7,71.79,1.0
2.0,11.0,2.0,0.0,15.0,1.5,2.0,2.0,0.0,4.88,170.68,0.0
2.0,24.0,1.0,19.0,46.0,4.6,3.0,7.0,0.792,39.17,132.04,1.0
61.0,62.0,8.0,0.0,131.0,13.1,8.0,3.0,0.0,86.86,643.98,0.0
6.0,4.0,3.0,1.0,14.0,1.4,3.0,1.0,0.25,9.46,110.28,0.0
90.0,110.0,10.0,3.0,213.0,21.3,5.0,6.0,0.027,78.2,515.43,0.0
2.0,105.0,1.0,104.0,212.0,21.2,15.0,5.0,0.99,39.77,288.12,1.0
6.0,56.0,0.0,58.0,120.0,12.0,14.0,12.0,1.036,52.53,249.76,1.0
2.0,29.0,3.0,28.0,62.0,6.2,6.0,5.0,0.966,30.37,61.59,1.0
4.0,4.0,0.0,0.0,8.0,0.8,3.0,4.0,0.0,14.87,57.04,0.0
5.0,138.0,3.0,136.0,282.0,28.2,10.0,8.0,0.986,92.4,243.46,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,57.96,0.0
2.0,56.0,8.0,60.0,126.0,12.6,8.0,4.0,1.071,61.37,177.49,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,19.35,0.0
1.0,25.0,1.0,24.0,51.0,5.1,3.0,4.0,0.96,40.41,127.0,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,3.8,38.35,0.0
7.0,67.0,6.0,73.0,153.0,15.3,12.0,5.0,1.09,75.09,288.47,1.0
1.0,58.0,1.0,61.0,121.0,12.1,16.0,8.0,1.052,48.98,292.98,1.0
1.0,94.0,13.0,104.0,212.0,21.2,15.0,8.0,1.106,56.38,237.5,1.0
8.0,140.0,2.0,153.0,303.0,30.3,15.0,4.0,1.093,69.97,179.48,1.0
5.0,4.0,0.0,0.0,9.0,0.9,1.0,4.0,0.0,3.31,171.64,0.0
6.0,5.0,1.0,0.0,12.0,1.2,1.0,2.0,0.0,4.13,136.15,0.0
4.0,54.0,8.0,49.0,115.0,11.5,2.0,5.0,0.907,28.39,78.7,1.0
4.0,10.0,0.0,0.0,14.0,1.4,1.0,4.0,0.0,9.21,122.68,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,3.88,39.58,0.0
4.0,3.0,0.0,1.0,8.0,0.8,2.0,1.0,0.333,19.79,99.12,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,39.68,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,44.61,0.0
4.0,3.0,1.0,0.0,8.0,0.8,3.0,2.0,0.0,10.45,101.34,0.0
41.0,148.0,21.0,3.0,213.0,21.3,7.0,8.0,0.02,49.31,505.93,0.0
0.0,22.0,1.0,22.0,45.0,4.5,4.0,3.0,1.0,34.43,102.06,1.0
2.0,3.0,1.0,0.0,6.0,0.6,1.0,1.0,0.0,6.41,41.75,0.0
2.0,23.0,0.0,24.0,49.0,4.9,2.0,5.0,1.043,17.77,119.89,1.0
0.0,57.0,0.0,53.0,110.0,11.0,8.0,6.0,0.93,33.14,53.19,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,0.42,47.68,0.0
113.0,116.0,6.0,2.0,237.0,23.7,9.0,6.0,0.017,75.68,286.35,0.0
3.0,33.0,1.0,28.0,65.0,6.5,3.0,5.0,0.848,43.28,91.51,1.0
3.0,27.0,4.0,23.0,57.0,5.7,3.0,3.0,0.852,25.65,143.94,1.0
3.0,164.0,7.0,139.0,313.0,31.3,8.0,6.0,0.848,63.53,279.98,1.0
4.0,10.0,3.0,1.0,18.0,1.8,3.0,3.0,0.1,7.8,74.37,0.0
1.0,11.0,1.0,0.0,13.0,1.3,2.0,1.0,0.0,13.97,64.77,0.0
110.0,61.0,28.0,1.0,200.0,20.0,4.0,6.0,0.016,72.16,730.16,0.0
2.0,52.0,8.0,54.0,116.0,11.6,6.0,6.0,1.038,57.34,167.03,1.0
3.0,4.0,2.0,0.0,9.0,0.9,3.0,2.0,0.0,10.6,134.19,0.0
4.0,29.0,3.0,29.0,65.0,6.5,6.0,4.0,1.0,39.17,209.65,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,31.22,0.0
3.0,33.0,2.0,26.0,64.0,6.4,6.0,5.0,0.788,33.71,76.52,1.0
5.0,73.0,4.0,71.0,153.0,15.3,5.0,5.0,0.973,42.55,202.06,1.0
1.0,6.0,1.0,0.0,8.0,0.8,3.0,4.0,0.0,15.93,84.92,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,1.37,49.26,0.0
2.0,32.0,3.0,28.0,65.0,6.5,5.0,4.0,0.875,30.36,94.62,1.0
4.0,31.0,0.0,28.0,63.0,6.3,2.0,5.0,0.903,63.8,91.97,1.0
4.0,15.0,1.0,1.0,21.0,2.1,3.0,2.0,0.067,11.36,134.88,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,32.68,0.0
6.0,14.0,1.0,0.0,21.0,2.1,3.0,1.0,0.0,19.19,174.21,0.0
1.0,121.0,4.0,123.0,249.0,24.9,9.0,9.0,1.017,72.35,190.07,1.0
95.0,58.0,13.0,0.0,166.0,16.6,10.0,4.0,0.0,68.09,315.07,0.0
1.0,33.0,6.0,31.0,71.0,7.1,8.0,5.0,0.939,43.8,196.11,1.0
5.0,44.0,6.0,44.0,99.0,9.9,2.0,6.0,1.0,27.41,114.33,1.0
1.0,48.0,4.0,50.0,103.0,10.3,3.0,6.0,1.042,33.83,210.44,1.0
4.0,68.0,4.0,73.0,149.0,14.9,2.0,2.0,1.074,49.38,148.07,1.0
3.0,12.0,0.0,1.0,16.0,1.6,2.0,1.0,0.083,18.86,90.61,0.0
1.0,12.0,1.0,12.0,26.0,2.6,6.0,6.0,1.0,28.74,70.72,1.0
2.0,5.0,2.0,1.0,10.0,1.0,3.0,2.0,0.2,9.74,167.26,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,2.21,43.62,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,59.71,0.0
4.0,6.0,3.0,0.0,13.0,1.3,2.0,2.0,0.0,16.65,146.62,0.0
0.0,24.0,3.0,19.0,46.0,4.6,4.0,3.0,0.792,22.71,145.02,1.0
0.0,153.0,1.0,148.0,302.0,30.2,10.0,7.0,0.967,40.03,278.06,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,39.68,0.0
4.0,14.0,3.0,1.0,22.0,2.2,3.0,4.0,0.071,7.45,153.84,0.0
1.0,28.0,3.0,27.0,59.0,5.9,6.0,6.0,0.964,22.06,109.6,1.0
2.0,22.0,2.0,21.0,47.0,4.7,5.0,7.0,0.955,37.82,80.5,1.0
88.0,110.0,12.0,0.0,210.0,21.0,10.0,4.0,0.0,77.5,452.49,0.0
41.0,103.0,7.0,0.0,151.0,15.1,6.0,4.0,0.0,50.42,306.2,0.0
0.0,13.0,0.0,12.0,25.0,2.5,4.0,3.0,0.923,21.82,113.6,1.0
3.0,19.0,4.0,19.0,45.0,4.5,6.0,4.0,1.0,22.29,146.31,1.0
0.0,2.0,1.0,0.0,3.0,0.3,1.0,1.0,0.0,2.34,29.92,0.0
1.0,9.0,2.0,0.0,12.0,1.2,1.0,4.0,0.0,12.28,141.65,0.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,2.05,31.04,0.0
7.0,71.0,0.0,78.0,156.0,15.6,4.0,4.0,1.099,39.22,214.98,1.0
1.0,56.0,0.0,57.0,114.0,11.4,4.0,4.0,1.018,39.83,190.46,1.0
42.0,109.0,29.0,0.0,180.0,18.0,11.0,6.0,0.0,62.46,264.01,0.0
98.0,132.0,23.0,1.0,254.0,25.4,9.0,7.0,0.008,72.72,655.38,0.0
4.0,121.0,15.0,138.0,278.0,27.8,11.0,8.0,1.14,39.77,318.99,1.0
1.0,4.0,1.0,1.0,7.0,0.7,3.0,2.0,0.25,10.63,161.73,0.0
5.0,12.0,3.0,1.0,21.0,2.1,2.0,4.0,0.083,3.61,113.11,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,3.24,32.16,0.0
2.0,30.0,1.0,27.0,60.0,6.0,2.0,7.0,0.9,29.96,101.14,1.0
2.0,34.0,7.0,33.0,76.0,7.6,8.0,6.0,0.971,69.33,156.75,1.0
0.0,22.0,1.0,21.0,44.0,4.4,6.0,5.0,0.955,38.56,93.01,1.0
96.0,68.0,30.0,1.0,195.0,19.5,7.0,6.0,0.015,92.97,801.93,0.0
0.0,1.0,1.0,0.0,2.0,0.2,1.0,1.0,0.0,2.8,24.28,0.0
5.0,3.0,3.0,1.0,12.0,1.2,2.0,2.0,0.333,11.87,52.53,0.0
1.0,152.0,8.0,163.0,324.0,32.4,7.0,8.0,1.072,92.23,244.23,1.0
0.0,135.0,5.0,153.0,293.0,29.3,8.0,10.0,1.133,93.46,139.73,1.0
1.0,14.0,0.0,0.0,15.0,1.5,1.0,4.0,0.0,3.4,123.12,0.0
0.0,139.0,10.0,152.0,301.0,30.1,15.0,12.0,1.094,85.26,147.22,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.26,36.18,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,29.18,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,3.55,33.5,0.0
3.0,6.0,3.0,0.0,12.0,1.2,3.0,3.0,0.0,11.53,109.11,0.0
0.0,105.0,4.0,109.0,218.0,21.8,12.0,5.0,1.038,37.67,165.08,1.0
2.0,25.0,8.0,26.0,61.0,6.1,6.0,4.0,1.04,54.26,69.57,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,31.85,0.0
62.0,85.0,16.0,3.0,166.0,16.6,6.0,4.0,0.035,73.15,567.85,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,1.18,58.57,0.0
4.0,170.0,10.0,186.0,370.0,37.0,13.0,5.0,1.094,85.83,167.2,1.0
1.0,3.0,2.0,0.0,6.0,0.6,1.0,2.0,0.0,3.82,167.62,0.0
4.0,129.0,7.0,110.0,250.0,25.0,12.0,6.0,0.853,37.75,120.0,1.0
1.0,34.0,5.0,36.0,76.0,7.6,4.0,5.0,1.059,32.69,78.64,1.0
3.0,3.0,1.0,1.0,8.0,0.8,3.0,4.0,0.333,12.01,46.56,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,23.52,0.0
5.0,54.0,2.0,49.0,110.0,11.0,3.0,3.0,0.907,70.9,85.36,1.0
62.0,68.0,19.0,2.0,151.0,15.1,8.0,4.0,0.029,69.22,457.52,0.0
2.0,28.0,0.0,29.0,59.0,5.9,5.0,6.0,1.036,49.31,149.33,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,32.87,0.0
4.0,40.0,8.0,41.0,93.0,9.3,8.0,2.0,1.025,32.66,194.6,1.0
6.0,3.0,0.0,0.0,9.0,0.9,3.0,3.0,0.0,11.56,81.52,0.0
2.0,111.0,8.0,122.0,243.0,24.3,10.0,4.0,1.099,73.5,125.71,1.0
2.0,19.0,2.0,15.0,38.0,3.8,5.0,6.0,0.789,24.33,55.86,1.0
0.0,12.0,2.0,12.0,26.0,2.6,4.0,3.0,1.0,17.49,74.74,1.0
8.0,121.0,14.0,110.0,253.0,25.3,6.0,8.0,0.909,83.09,148.93,1.0
5.0,52.0,8.0,52.0,117.0,11.7,4.0,2.0,1.0,73.5,127.88,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,51.09,0.0
2.0,8.0,1.0,1.0,12.0,1.2,2.0,4.0,0.125,17.36,54.09,0.0
1.0,1.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,2.55,44.77,0.0
2.0,18.0,1.0,15.0,36.0,3.6,3.0,6.0,0.833,21.09,66.19,1.0
57.0,108.0,30.0,3.0,198.0,19.8,4.0,3.0,0.028,85.31,836.63,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,43.35,0.0
89.0,90.0,25.0,0.0,204.0,20.4,4.0,4.0,0.0,64.74,586.13,0.0
34.0,49.0,21.0,3.0,107.0,10.7,4.0,3.0,0.061,84.36,552.1,0.0
1.0,5.0,1.0,0.0,7.0,0.7,3.0,4.0,0.0,16.41,57.23,0.0
5.0,176.0,3.0,155.0,339.0,33.9,10.0,8.0,0.881,93.61,135.59,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.81,29.32,0.0
2.0,10.0,2.0,0.0,14.0,1.4,3.0,3.0,0.0,17.64,74.19,0.0
45.0,12.0,0.0,0.0,57.0,5.7,1.0,3.0,0.0,10.25,150.22,0.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,0.0,0.0,0.91,59.32,0.0
98.0,52.0,18.0,1.0,169.0,16.9,8.0,6.0,0.019,85.59,791.56,0.0
1.0,32.0,4.0,33.0,70.0,7.0,2.0,5.0,1.031,70.32,158.28,1.0
1.0,1.0,1.0,0.0,3.0,0.3,1.0,1.0,0.0,2.39,30.66,0.0
0.0,55.0,0.0,50.0,105.0,10.5,2.0,3.0,0.909,42.17,94.4,1.0
0.0,42.0,2.0,44.0,88.0,8.8,7.0,5.0,1.048,35.42,77.77,1.0
1.0,70.0,3.0,72.0,146.0,14.6,3.0,4.0,1.029,34.08,92.85,1.0
5.0,7.0,1.0,0.0,13.0,1.3,2.0,3.0,0.0,4.83,148.65,0.0
5.0,27.0,2.0,27.0,61.0,6.1,7.0,2.0,1.0,48.05,158.13,1.0
4.0,76.0,14.0,69.0,163.0,16.3,11.0,9.0,0.908,58.01,273.71,1.0
5.0,139.0,9.0,135.0,288.0,28.8,6.0,5.0,0.971,93.86,257.89,1.0
0.0,62.0,9.0,61.0,132.0,13.2,12.0,7.0,0.984,82.36,133.11,1.0
0.0,20.0,1.0,20.0,41.0,4.1,5.0,3.0,1.0,23.01,61.02,1.0
90.0,6.0,0.0,0.0,96.0,9.6,4.0,1.0,0.0,26.86,229.93,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,35.94,0.0
2.0,18.0,4.0,15.0,39.0,3.9,2.0,4.0,0.833,21.26,124.79,1.0
2.0,45.0,4.0,43.0,94.0,9.4,11.0,10.0,0.956,89.49,134.31,1.0
3.0,29.0,1.0,29.0,62.0,6.2,6.0,6.0,1.0,21.09,127.73,1.0
1.0,0.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,2.33,34.19,0.0
5.0,14.0,2.0,0.0,21.0,2.1,2.0,4.0,0.0,19.2,60.78,0.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,0.12,30.85,0.0
47.0,108.0,8.0,3.0,166.0,16.6,12.0,5.0,0.028,83.33,299.27,0.0
79.0,18.0,0.0,0.0,97.0,9.7,4.0,1.0,0.0,33.89,226.89,0.0
5.0,14.0,3.0,0.0,22.0,2.2,2.0,4.0,0.0,17.19,149.33,0.0
3.0,12.0,2.0,0.0,17.0,1.7,1.0,3.0,0.0,2.51,105.87,0.0
7.0,138.0,8.0,158.0,311.0,31.1,16.0,7.0,1.145,54.98,297.6,1.0
81.0,10.0,0.0,0.0,91.0,9.1,2.0,2.0,0.0,10.25,110.38,0.0
5.0,14.0,3.0,1.0,23.0,2.3,1.0,2.0,0.071,8.36,151.79,0.0
3.0,141.0,3.0,125.0,272.0,27.2,11.0,11.0,0.887,70.81,155.39,1.0
4.0,112.0,8.0,111.0,235.0,23.5,11.0,8.0,0.991,58.2,143.67,1.0
7.0,50.0,4.0,48.0,109.0,10.9,8.0,8.0,0.96,81.87,82.65,1.0
1.0,10.0,0.0,1.0,12.0,1.2,1.0,2.0,0.1,13.28,97.89,0.0
4.0,14.0,3.0,0.0,21.0,2.1,1.0,2.0,0.0,10.73,104.08,0.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.38,42.6,0.0
3.0,11.0,3.0,0.0,17.0,1.7,3.0,4.0,0.0,6.29,74.12,0.0
7.0,135.0,12.0,148.0,302.0,30.2,12.0,4.0,1.096,38.25,158.14,1.0
5.0,45.0,3.0,40.0,93.0,9.3,2.0,5.0,0.889,27.2,204.66,1.0
3.0,12.0,1.0,1.0,17.0,1.7,1.0,2.0,0.083,9.5,50.76,0.0
0.0,109.0,2.0,100.0,211.0,21.1,4.0,6.0,0.917,58.53,163.01,1.0
3.0,16.0,3.0,15.0,37.0,3.7,2.0,3.0,0.938,37.76,82.56,1.0
0.0,119.0,11.0,126.0,256.0,25.6,4.0,11.0,1.059,94.0,319.17,1.0
1.0,64.0,6.0,68.0,139.0,13.9,5.0,5.0,1.062,55.98,135.59,1.0
0.0,96.0,14.0,108.0,218.0,21.8,12.0,12.0,1.125,60.39,232.41,1.0
1.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,3.79,15.93,0.0
1.0,14.0,2.0,0.0,17.0,1.7,3.0,4.0,0.0,11.44,137.42,0.0
1.0,12.0,4.0,11.0,28.0,2.8,3.0,5.0,0.917,41.54,43.98,1.0
5.0,12.0,1.0,1.0,19.0,1.9,2.0,2.0,0.083,19.2,142.59,0.0
3.0,19.0,4.0,17.0,43.0,4.3,2.0,3.0,0.895,29.8,118.18,1.0
8.0,79.0,12.0,90.0,189.0,18.9,11.0,12.0,1.139,56.93,133.91,1.0
45.0,16.0,0.0,0.0,61.0,6.1,3.0,3.0,0.0,20.0,105.89,0.0
7.0,131.0,6.0,139.0,283.0,28.3,4.0,6.0,1.061,81.56,125.16,1.0
0.0,2.0,0.0,0.0,2.0,0.2,1.0,1.0,0.0,0.29,58.61,0.0
1.0,15.0,1.0,1.0,18.0,1.8,2.0,1.0,0.067,7.89,84.15,0.0
8.0,148.0,13.0,166.0,335.0,33.5,12.0,11.0,1.122,75.14,140.17,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,55.69,0.0
1.0,15.0,4.0,12.0,32.0,3.2,4.0,7.0,0.8,18.1,40.49,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,3.78,22.12,0.0
94.0,71.0,8.0,1.0,174.0,17.4,12.0,8.0,0.014,97.78,465.48,0.0
1.0,162.0,8.0,138.0,309.0,30.9,16.0,8.0,0.852,92.21,159.84,1.0
6.0,7.0,0.0,0.0,13.0,1.3,2.0,1.0,0.0,18.7,166.71,0.0
59.0,45.0,17.0,2.0,123.0,12.3,5.0,8.0,0.044,69.73,580.24,0.0
2.0,27.0,0.0,24.0,53.0,5.3,5.0,3.0,0.889,39.31,116.9,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,47.45,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,28.92,0.0
4.0,28.0,4.0,28.0,64.0,6.4,8.0,3.0,1.0,46.13,79.29,1.0
3.0,32.0,1.0,31.0,67.0,6.7,6.0,4.0,0.969,24.72,63.38,1.0
2.0,164.0,11.0,167.0,344.0,34.4,5.0,11.0,1.018,76.38,273.11,1.0
0.0,0.0,1.0,0.0,1.0,0.1,1.0,1.0,0.0,2.32,46.33,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,27.24,0.0
6.0,66.0,3.0,58.0,133.0,13.3,13.0,7.0,0.879,86.99,223.12,1.0
0.0,1.0,0.0,0.0,1.0,0.1,1.0,1.0,0.0,1.86,45.88,0.0
4.0,141.0,1.0,130.0,276.0,27.6,8.0,7.0,0.922,82.04,142.23,1.0
1.0,9.0,3.0,1.0,14.0,1.4,1.0,2.0,0.111,5.29,65.68,0.0
72.0,49.0,13.0,3.0,137.0,13.7,4.0,5.0,0.061,85.83,784.04,0.0
4.0,4.0,0.0,0.0,8.0,0.8,3.0,2.0,0.0,6.17,133.14,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,31.24,0.0
2.0,14.0,0.0,0.0,16.0,1.6,3.0,2.0,0.0,8.77,103.51,0.0
3.0,13.0,3.0,0.0,19.0,1.9,2.0,1.0,0.0,17.37,85.22,0.0
1.0,62.0,0.0,64.0,127.0,12.7,7.0,5.0,1.032,74.18,178.64,1.0
3.0,33.0,1.0,35.0,72.0,7.2,3.0,2.0,1.061,44.4,183.94,1.0
2.0,40.0,6.0,40.0,88.0,8.8,8.0,2.0,1.0,36.96,142.84,1.0
8.0,157.0,10.0,179.0,354.0,35.4,9.0,4.0,1.14,58.98,259.75,1.0
5.0,11.0,1.0,0.0,17.0,1.7,2.0,2.0,0.0,6.25,60.5,0.0
2.0,133.0,12.0,135.0,282.0,28.2,4.0,12.0,1.015,45.45,282.45,1.0
76.0,86.0,6.0,3.0,171.0,17.1,4.0,7.0,0.035,74.78,435.64,0.0
0.0,70.0,11.0,76.0,157.0,15.7,14.0,5.0,1.086,58.33,84.12,1.0
1.0,1.0,1.0,0.0,3.0,0.3,1.0,0.0,0.0,0.69,52.1,0.0
